timestamp,pool_id,chain,asset_symbol,apy,project,tvlUsd
2025-11-10T18:37:17.116300,c4b05318-88af-4536-a834-f5fc8940d2d3,Avalanche,USDC,3.56945,aave-v3,37917419
2025-11-10T18:37:17.116300,e053590b-54f1-40aa-ae0d-14e701ca734c,Optimism,WBTC,0.00617,aave-v3,32478178
2025-11-10T18:37:17.116300,29be6a85-414f-4a66-b075-98863278912a,BSC,USDT,2.65326,aave-v3,29394059
2025-11-10T18:37:17.116300,32f04d80-25f9-439f-838d-3b15becf2d21,Gnosis,SDAI,0.0,aave-v3,20294264
2025-11-10T18:37:17.116300,9bf5faf4-32e3-437e-8080-c38eae10cfa6,Sonic,USDC,1.11054,aave-v3,16150152
2025-11-10T18:37:17.116300,7e7821a2-3d20-4ae7-9c3d-04cd57904555,Polygon,USDT0,3.75741,aave-v3,14016291
2025-11-10T18:37:17.116300,3665ee7e-6c5d-49d9-abb7-c47ab5d9d4ac,Ethereum,DAI,4.09927,aave-v3,13774734
2025-11-10T18:37:17.116300,1b8b4cdb-0728-42a8-bf13-2c8fea7427ee,Polygon,USDC,3.84394,aave-v3,13399656
2025-11-10T18:37:17.116300,6817bab0-5389-40a0-84d1-78830c1d81aa,Linea,USDT,1.64539,aave-v3,8830173
2025-11-10T18:37:17.116300,15cf7c05-b5f0-4bde-8745-a791528c4381,BSC,USDC,2.69912,aave-v3,8303316
2025-11-10T18:37:17.116300,5a49dee1-344d-4b50-a167-8f5faab08752,Linea,USDC,3.92647,aave-v3,7337388
2025-11-10T18:37:17.116300,0758c3b8-4ffb-4176-b0a9-f446e367db46,Optimism,USDC,3.43311,aave-v3,6315875
2025-11-10T18:37:17.116300,e68ecfb4-ba44-49e9-9626-31299405b520,Linea,WBTC,0.01838,aave-v3,3842492
2025-11-10T18:37:17.116300,a8e3d841-2788-4647-ad54-5a36fac451b1,Arbitrum,DAI,2.6266,aave-v3,1904293
2025-11-10T18:37:17.116300,3e669ce8-74c5-4fc9-bf85-f40a924c6407,Avalanche,DAI.E,1.98467,aave-v3,1818743
2025-11-10T18:37:17.116300,bde08c85-41c5-4d80-9bb1-0835a4352efa,Optimism,USDT,4.32728,aave-v3,1751668
2025-11-10T18:37:17.116300,c57bdc97-3100-41ff-845f-075363f6f5a4,Polygon,DAI,4.05675,aave-v3,1527514
2025-11-10T18:37:17.116300,461505e0-e631-4af0-b0e9-6a861d917939,Gnosis,USDC.E,3.94909,aave-v3,1456734
2025-11-10T18:37:17.116300,effcb4a4-4dcb-45e5-935d-f15542c13e6b,Ethereum,USDC,3.73533,aave-v3,1306104
2025-11-10T18:37:17.116300,24762515-822a-46af-927c-77a1dc449bd0,Optimism,USDC,1.74393,aave-v3,1041996
2025-11-10T18:37:17.116300,37b04faa-95bb-4ccb-9c4e-c70fa167342b,Polygon,USDC,2.96902,aave-v3,892194
2025-11-10T18:37:17.116300,78c4b5eb-6e36-4c3a-94b5-779e37dbf9a4,Celo,USDC,2.90647,aave-v3,682585
2025-11-10T18:37:17.116300,814326a1-e8f9-4dcd-9b35-952350ab74f7,Ethereum,FRAX,0.00181,aave-v3,533271
2025-11-10T18:37:17.116300,7aab7b0f-01c1-4467-bc0d-77826d870f19,Arbitrum,USDC,2.85806,aave-v3,522794
2025-11-10T18:37:17.116300,a214e900-2bcd-431f-9744-632fa5436fee,Ethereum,SDAI,0.0,aave-v3,479953
2025-11-10T18:37:17.116300,0cfcfe3b-29ff-47ff-97fa-078bf4755863,Metis,M.USDT,3.39442,aave-v3,421033
2025-11-10T18:37:17.116300,21091399-1187-4242-8e03-9b06032f9a8f,Gnosis,WXDAI,4.02593,aave-v3,283707
2025-11-10T18:37:17.116300,ec762755-29a1-41d8-957f-0b00dcf00dd6,Scroll,USDC,2.16662,aave-v3,240025
2025-11-10T18:37:17.116300,1c4598df-177c-4de8-a53b-3baa3fc49932,Metis,M.USDC,4.586,aave-v3,234370
2025-11-10T18:37:17.116300,ff61171d-d7b0-4989-816c-b9bf02a15f00,Ethereum,WBTC,7.58228,morpho-v0-aavev2,208522
2025-11-10T18:37:17.116300,363e5586-cfee-402c-9b0b-be70366052e8,Optimism,DAI,3.81116,aave-v3,162356
2025-11-10T18:37:17.116300,4ef4eb9a-e22e-4190-b8f3-8c75373ad0d6,Ethereum,FRAX,1.65708,aave-v3,119525
